,LocationName,ISO,country,region,world_region,MPI,geo,lat,lon,id,funded_amount,loan_amount,activity,sector,use,country_code,currency,partner_id,posted_time,disbursed_time,funded_time,term_in_months,lender_count,tags,borrower_genders,repayment_interval,date,year,month,day
1221,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,925233,1000.0,1200.0,Pigs,Agriculture,to buy pigs and cattle to raise and sell. ,SV,USD,199.0,2015-07-29 16:13:22+00:00,2015-07-15 07:00:00+00:00,,20.0,9,"#Animals, #Parent, #Woman Owned Biz",female,monthly,2015-07-29,2015,July,Wednesday
2555,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1293447,200.0,200.0,Poultry,Agriculture,to buy materials and enlarge the shed where he houses the hens.,SV,USD,199.0,2017-05-05 18:54:10+00:00,2017-04-25 07:00:00+00:00,2017-05-08 23:52:43+00:00,10.0,6,#Animals,male,monthly,2017-05-05,2017,May,Friday
2624,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1310463,700.0,700.0,Poultry,Agriculture,to buy chickens and concentrated feed to fatten them and then sell them.,SV,USD,199.0,2017-05-30 22:01:29+00:00,2017-05-25 07:00:00+00:00,2017-06-01 19:22:32+00:00,14.0,10,#Animals,female,bullet,2017-05-30,2017,May,Tuesday
1104,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,894569,1000.0,1000.0,Livestock,Agriculture,to purchase livestock.,SV,USD,199.0,2015-05-29 20:25:35+00:00,2015-05-19 07:00:00+00:00,2015-07-10 17:11:16+00:00,14.0,27,"#Animals, #Elderly",female,bullet,2015-05-29,2015,May,Friday
2966,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1091692,200.0,200.0,Farm Supplies,Agriculture,to purchase supplies like seeds and fertilizers to cultivate corn and beans.,SV,USD,199.0,2016-05-30 18:58:06+00:00,2016-05-23 07:00:00+00:00,2016-06-20 00:53:13+00:00,13.0,7,"#Elderly, #Vegan",male,bullet,2016-05-30,2016,May,Monday
1337,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,960121,350.0,1100.0,Food Market,Food,to buy merchandise in order to reactivate his business.,SV,USD,199.0,2015-10-08 17:04:38+00:00,2015-10-08 07:00:00+00:00,,20.0,4,"#Elderly, #Parent",male,monthly,2015-10-08,2015,October,Thursday
2934,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1059383,500.0,500.0,Farming,Agriculture,"to purchase fertilizers, seeds and herbicides for cultivating his corn.",SV,USD,199.0,2016-04-22 22:27:04+00:00,2016-04-14 07:00:00+00:00,2016-05-26 20:52:15+00:00,14.0,18,"#Parent, #Vegan",male,bullet,2016-04-22,2016,April,Friday
1908,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1149620,300.0,300.0,Agriculture,Agriculture,"to buy seeds, manures, and pesticides to grow staple grains and to pay rent on the land.",SV,USD,199.0,2016-09-13 16:37:00+00:00,2016-09-05 07:00:00+00:00,2016-09-14 22:05:05+00:00,14.0,9,user_favorite,female,monthly,2016-09-13,2016,September,Tuesday
53,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,663030,800.0,800.0,Motorcycle Transport,Transportation,to buy a motorcycle.,SV,USD,199.0,2014-01-28 15:28:02+00:00,2014-01-16 08:00:00+00:00,2014-03-18 06:43:08+00:00,20.0,30,"#Inspiring Story, #Eco-friendly, #Health and Sanitation, #Parent, #Supporting Family, user_favorite, #Unique, #Tourism, #Parent, user_favorite, user_favorite, user_favorite, user_favorite, user_favorite",male,monthly,2014-01-28,2014,January,Tuesday
1340,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,960106,500.0,500.0,Pigs,Agriculture,to buy pigs for a small farm and to supply her small shop with merchandise.,SV,USD,199.0,2015-10-08 16:24:56+00:00,2015-10-02 07:00:00+00:00,2015-11-15 01:50:21+00:00,14.0,19,"#Animals, #Elderly, #Woman Owned Biz, user_favorite",female,monthly,2015-10-08,2015,October,Thursday
2863,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1001903,1000.0,1000.0,Retail,Retail,to buy lotions to take advantage of the Christmas season.,SV,USD,199.0,2015-12-29 21:19:30+00:00,2015-12-22 08:00:00+00:00,2016-01-27 16:33:36+00:00,14.0,40,"#Parent, #Schooling, #Single Parent, #Repeat Borrower, #Woman Owned Biz",female,monthly,2015-12-29,2015,December,Tuesday
3074,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1153037,400.0,400.0,Agriculture,Agriculture,"to buy seeds, fertilizers, and pesticides to cultivate bean crops.",SV,USD,199.0,2016-09-19 15:33:16+00:00,2016-08-30 07:00:00+00:00,2016-10-18 00:41:39+00:00,10.0,15,#Vegan,male,bullet,2016-09-19,2016,September,Monday
967,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,852654,1500.0,1500.0,Furniture Making,Manufacturing,to purchase wood and tools to make furniture ,SV,USD,199.0,2015-03-09 22:22:25+00:00,2015-02-24 08:00:00+00:00,2015-03-22 00:05:31+00:00,32.0,59,"#Biz Durable Asset, #Repeat Borrower, #Parent",male,monthly,2015-03-09,2015,March,Monday
2544,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1289787,600.0,600.0,General Store,Retail,"to buy cooking oil, basic grains, drinks, candy, bread, coffee, and milk, etc. in order to stock his store.",SV,USD,199.0,2017-04-30 21:49:15+00:00,2017-04-11 07:00:00+00:00,2017-05-23 15:35:20+00:00,14.0,22,#Parent,male,monthly,2017-04-30,2017,April,Sunday
2345,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1244239,600.0,600.0,Services,Services,to purchase land measuring equipment (a complete station) which a friend is selling.,SV,USD,199.0,2017-02-22 18:59:01+00:00,2017-01-30 08:00:00+00:00,2017-02-28 13:50:04+00:00,21.0,16,"user_favorite, user_favorite, user_favorite, user_favorite, #Single, #Schooling, #Biz Durable Asset, user_favorite",male,monthly,2017-02-22,2017,February,Wednesday
2740,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1337858,50.0,800.0,Cattle,Agriculture,to repair the vehicle used to bring milk to market.,SV,USD,199.0,2017-07-11 22:54:32+00:00,2017-07-05 07:00:00+00:00,,20.0,2,,male,monthly,2017-07-11,2017,July,Tuesday
2581,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1301340,650.0,650.0,General Store,Retail,to purchase basic necessities to sell in her store.,SV,USD,199.0,2017-05-18 20:54:02+00:00,2017-05-03 07:00:00+00:00,2017-05-26 15:55:45+00:00,14.0,16,"#Single Parent, #Parent, #Woman Owned Biz",female,monthly,2017-05-18,2017,May,Thursday
369,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,718660,1000.0,1000.0,Poultry,Agriculture,to buy metal sheets and wood to construct a larger chicken pen.,SV,USD,199.0,2014-05-30 22:46:44+00:00,2014-05-14 07:00:00+00:00,2014-07-10 23:11:05+00:00,24.0,26,"volunteer_pick, volunteer_like, #Parent, #Biz Durable Asset, #Animals",female,irregular,2014-05-30,2014,May,Friday
1692,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1062350,500.0,500.0,Cattle,Agriculture,to buy cattle to raise and then sell. He will also pay the rental fee on the land where he takes his animals to graze.,SV,USD,199.0,2016-04-28 19:22:17+00:00,2016-04-15 07:00:00+00:00,2016-05-31 23:40:27+00:00,14.0,17,"#Animals, #Elderly, #Repeat Borrower, #Parent, #Schooling",male,monthly,2016-04-28,2016,April,Thursday
111,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,667879,850.0,1550.0,Agriculture,Agriculture,"to invest in agriculture, growing corn.",SV,USD,199.0,2014-02-10 22:10:53+00:00,2014-02-06 08:00:00+00:00,,26.0,26,#Parent,male,monthly,2014-02-10,2014,February,Monday
2751,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1338445,0.0,400.0,Natural Medicines,Health,to purchase more natural medicines to sell and he will invest in a new motorcycle to work.,SV,USD,199.0,2017-07-12 15:59:42+00:00,2017-06-28 07:00:00+00:00,,18.0,0,#Health and Sanitation,male,monthly,2017-07-12,2017,July,Wednesday
854,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,833116,500.0,500.0,Fish Selling,Food,to buy more fish and seafood and thus take advantage of the season in which you get the best price; also to make an adjustment to his motorcycle.,SV,USD,199.0,2015-01-27 20:08:16+00:00,2015-01-20 08:00:00+00:00,2015-02-26 16:08:38+00:00,14.0,19,"user_favorite, #Animals, #Elderly, #First Loan, #Parent, #Supporting Family, user_favorite, user_favorite",male,monthly,2015-01-27,2015,January,Tuesday
1346,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,965371,600.0,600.0,General Store,Retail,"to buy products such as soap, detergent, coffee, bread, rice and beans for her store.",SV,USD,199.0,2015-10-19 15:11:20+00:00,2015-09-30 07:00:00+00:00,2015-11-08 06:43:57+00:00,9.0,18,"#Woman Owned Biz, #Parent",female,irregular,2015-10-19,2015,October,Monday
1690,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1062346,150.0,800.0,Beverages,Food,"to buy a cart to go out and sell shaved ice. Also, he will buy the ingredients, cups, and spoons. ",SV,USD,199.0,2016-04-28 19:06:48+00:00,2016-04-18 07:00:00+00:00,,17.0,6,"#Parent, #Schooling, #Biz Durable Asset, user_favorite",male,monthly,2016-04-28,2016,April,Thursday
2114,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1192581,150.0,150.0,Agriculture,Agriculture,"to buy fertilizers, seeds, and pesticides to grow basic grains.",SV,USD,199.0,2016-11-24 16:32:39+00:00,2016-11-05 07:00:00+00:00,2016-11-26 02:02:03+00:00,7.0,6,,male,bullet,2016-11-24,2016,November,Thursday
2678,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1324827,0.0,800.0,General Store,Retail,to buy products to stock his store.,SV,USD,199.0,2017-06-21 14:43:24+00:00,2017-06-09 07:00:00+00:00,,20.0,0,#Parent,male,monthly,2017-06-21,2017,June,Wednesday
540,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,759735,300.0,300.0,Clothing Sales,Clothing,"to buy merchandise for her business, such as shoes and shirts for women and children",SV,USD,199.0,2014-08-25 21:03:35+00:00,2014-08-20 07:00:00+00:00,2014-09-11 05:30:23+00:00,14.0,12,"#First Loan, #Parent, #Woman Owned Biz, user_favorite",female,monthly,2014-08-25,2014,August,Monday
2000,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1174504,1000.0,1000.0,Food Production/Sales,Food,"to purchase one quintal of potatoes, oil, and plantains for selling snacks.",SV,USD,199.0,2016-10-25 17:21:10+00:00,2016-10-18 07:00:00+00:00,2016-11-25 18:34:19+00:00,20.0,38,"#Single Parent, #Vegan, #Woman Owned Biz, user_favorite, user_favorite",male,monthly,2016-10-25,2016,October,Tuesday
1167,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,909614,450.0,500.0,Livestock,Agriculture,to buy livestock.,SV,USD,199.0,2015-06-27 17:05:52+00:00,2015-06-11 07:00:00+00:00,,14.0,9,"#Animals, #Supporting Family, #Single, #Woman Owned Biz, user_favorite",female,bullet,2015-06-27,2015,June,Saturday
3434,"Sonsonate, El Salvador",SLV,El Salvador,Sonsonate,Latin America and Caribbean,0.046,"(13.7113876, -89.72390970000001)",13.711387599999998,-89.72390970000002,1110553,350.0,500.0,Farming,Agriculture,to buy farming supplies.,SV,USD,81.0,2016-07-01 22:22:41+00:00,2016-06-24 07:00:00+00:00,,12.0,8,"#Woman Owned Biz, #Vegan",female,bullet,2016-07-01,2016,July,Friday
3068,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1149140,1000.0,1000.0,Fruits & Vegetables,Food,"to buy more bananas, plantains, squashes, ears of corn, tomatoes, chili peppers, watermelons, mangos, lettuces, cabbages, carrots, etc., to stock her business.",SV,USD,199.0,2016-09-12 19:43:08+00:00,2016-08-29 07:00:00+00:00,2016-10-12 13:56:38+00:00,21.0,30,"#Woman Owned Biz, #Repeat Borrower, user_favorite, #Single Parent, #Parent, #Vegan, #Repeat Borrower",female,monthly,2016-09-12,2016,September,Monday
2253,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1227866,500.0,500.0,General Store,Retail,to buy daily consumer goods to sell at her store.,SV,USD,199.0,2017-01-26 21:37:53+00:00,2017-01-19 08:00:00+00:00,2017-02-20 02:02:45+00:00,14.0,9,"#Woman Owned Biz, user_favorite, #Parent",female,monthly,2017-01-26,2017,January,Thursday
1190,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,920886,1500.0,1500.0,Agriculture,Agriculture,to buy cows.,SV,USD,199.0,2015-07-21 20:59:52+00:00,2015-07-13 07:00:00+00:00,2015-08-22 20:58:01+00:00,26.0,55,"#Animals, #Single Parent, #Widowed, #Woman Owned Biz, #Biz Durable Asset",female,irregular,2015-07-21,2015,July,Tuesday
1090,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,893851,1200.0,1400.0,Personal Housing Expenses,Housing,to finish building his house.  ,SV,USD,199.0,2015-05-28 22:16:38+00:00,2015-05-18 07:00:00+00:00,,20.0,4,#Parent,male,monthly,2015-05-28,2015,May,Thursday
261,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,697143,1100.0,1100.0,Personal Housing Expenses,Housing,"to buy blocks, cement, sand, and iron rods to expand the kitchen and corridor of his house.",SV,USD,199.0,2014-04-12 15:28:27+00:00,2014-04-09 07:00:00+00:00,2014-05-22 22:42:53+00:00,26.0,35,"#Single, #Supporting Family, #Health and Sanitation",male,monthly,2014-04-12,2014,April,Saturday
841,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,833160,1500.0,1500.0,Weaving,Arts,"to purchase enough fabric, zippers, buttons, thread, and peplum to make school uniforms, and to repair her sewing machine.",SV,USD,199.0,2015-01-27 22:37:02+00:00,2015-01-20 08:00:00+00:00,2015-01-31 23:35:01+00:00,26.0,53,"#Fabrics, #Parent, #Woman Owned Biz",female,monthly,2015-01-27,2015,January,Tuesday
1775,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1108052,500.0,500.0,Land Rental,Agriculture,to pay the rent for the two hectares of land where he grows maize. ,SV,USD,199.0,2016-06-28 14:25:05+00:00,2016-06-16 07:00:00+00:00,2016-07-30 04:39:38+00:00,14.0,18,"#Parent, #Vegan",male,bullet,2016-06-28,2016,June,Tuesday
457,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,736633,500.0,500.0,Livestock,Agriculture,to buy cattle to fatten,SV,USD,199.0,2014-07-09 17:11:25+00:00,2014-06-27 07:00:00+00:00,2014-07-16 16:04:18+00:00,14.0,9,,male,bullet,2014-07-09,2014,July,Wednesday
2047,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1182575,500.0,500.0,Food Production/Sales,Food,to buy materials to build a roadside shed to sell tortillas.,SV,USD,199.0,2016-11-09 19:11:12+00:00,2016-11-04 07:00:00+00:00,2016-11-21 00:00:15+00:00,14.0,18,"#Parent, #Single Parent",female,monthly,2016-11-09,2016,November,Wednesday
35,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,661701,800.0,800.0,Clothing,Clothing,to buy a greater variety and quantity of clothing.,SV,USD,199.0,2014-01-24 21:59:01+00:00,2014-01-07 08:00:00+00:00,2014-03-05 17:02:34+00:00,20.0,29,"#Schooling, #Woman Owned Biz, #Parent",female,monthly,2014-01-24,2014,January,Friday
412,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,729355,1500.0,1500.0,Personal Housing Expenses,Housing,"to buy tiles, wood, iron, and to pay for labor to put a roof on her home.",SV,USD,199.0,2014-06-23 15:18:55+00:00,2014-06-16 07:00:00+00:00,2014-07-25 18:12:07+00:00,26.0,41,"#Elderly, #Woman Owned Biz, #Vegan",female,monthly,2014-06-23,2014,June,Monday
1971,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1168447,300.0,300.0,Agriculture,Agriculture,to buy farm supplies to apply the second round of fertilizer to his crops.,SV,USD,199.0,2016-10-15 17:44:49+00:00,2016-10-06 07:00:00+00:00,2016-11-15 13:03:21+00:00,14.0,9,#Vegan,male,bullet,2016-10-15,2016,October,Saturday
1422,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,986134,1500.0,1500.0,Cattle,Agriculture,to buy cattle to expand her livestock business,SV,USD,199.0,2015-11-26 17:02:47+00:00,2015-11-12 08:00:00+00:00,2015-12-28 20:51:21+00:00,26.0,43,"#Animals, #Single Parent, #Parent, #Woman Owned Biz",female,monthly,2015-11-26,2015,November,Thursday
1418,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,986221,500.0,500.0,Food Production/Sales,Food,"to buy wood, basic grocery items, and corn.",SV,USD,199.0,2015-11-26 19:51:24+00:00,2015-11-06 08:00:00+00:00,2015-12-16 12:34:27+00:00,14.0,14,"#Parent, #Woman Owned Biz",female,monthly,2015-11-26,2015,November,Thursday
489,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,747031,450.0,450.0,Pigs,Agriculture,to buy four pigs and food to feed them.,SV,USD,199.0,2014-07-30 15:44:28+00:00,2014-07-18 07:00:00+00:00,2014-08-18 15:21:34+00:00,14.0,18,"#Animals, #Parent, #Schooling",female,irregular,2014-07-30,2014,July,Wednesday
211,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,690110,700.0,700.0,Livestock,Agriculture,to buy a pair of bullocks.,SV,USD,199.0,2014-03-27 18:05:02+00:00,2014-02-28 08:00:00+00:00,2014-04-24 13:27:23+00:00,14.0,26,"#Parent, #Animals, #Biz Durable Asset, user_favorite",female,bullet,2014-03-27,2014,March,Thursday
1544,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1029300,700.0,700.0,General Store,Retail,"to buy sugar, drinks, cleaning supplies, rice, sweets and other things, to open a store.",SV,USD,199.0,2016-02-25 23:34:35+00:00,2016-02-12 08:00:00+00:00,2016-03-25 00:40:22+00:00,14.0,22,"#Parent, #Single Parent, #Single, #Woman Owned Biz",female,monthly,2016-02-25,2016,February,Thursday
1827,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1124759,375.0,1200.0,Farm Supplies,Agriculture,"to buy fertilizers and pesticides/herbicides to apply to her crops of basic grains, and to pay for labor and prepare the earth.",SV,USD,199.0,2016-07-27 21:23:04+00:00,2016-07-20 07:00:00+00:00,,14.0,11,"#Woman Owned Biz, #Vegan, #Job Creator",female,monthly,2016-07-27,2016,July,Wednesday
2719,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1329950,300.0,300.0,Pigs,Agriculture,to buy concentrated feed to fatten her pigs. The earnings from the sales of the pigs will help her to pay for her children's education.,SV,USD,199.0,2017-06-29 19:04:36+00:00,2017-06-27 07:00:00+00:00,2017-07-01 06:50:12+00:00,8.0,8,"#Repeat Borrower, #Animals",female,monthly,2017-06-29,2017,June,Thursday
838,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,833095,1000.0,1000.0,Personal Housing Expenses,Housing,"To buy tile for his house, as well as cement and glue.",SV,USD,199.0,2015-01-27 18:19:01+00:00,2015-01-15 08:00:00+00:00,2015-02-26 23:43:17+00:00,14.0,38,"#Parent, #Sustainable Ag",male,monthly,2015-01-27,2015,January,Tuesday
830,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,833145,700.0,700.0,Pigs,Agriculture,"to buy livestock and pigs to obtain better profits, as she buys small pigs to fatten and then sells them at a good price.",SV,USD,199.0,2015-01-27 21:57:05+00:00,2015-01-12 08:00:00+00:00,2015-02-08 14:14:47+00:00,14.0,9,"#Animals, #Parent, #Woman Owned Biz",female,bullet,2015-01-27,2015,January,Tuesday
2954,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1067378,300.0,300.0,Farming,Agriculture,"to buy manure, seeds and poisons to grow corn and beans.",SV,USD,199.0,2016-05-11 18:56:21+00:00,2016-04-28 07:00:00+00:00,2016-05-22 21:00:27+00:00,14.0,11,"#Repeat Borrower, #Vegan, user_favorite",female,bullet,2016-05-11,2016,May,Wednesday
1202,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,923867,825.0,1150.0,Food Production/Sales,Food,"to invest in her pupuseria (a shop that makes and sells stuffed tortillas), and to open a store in her house.",SV,USD,199.0,2015-07-27 16:10:06+00:00,2015-07-18 07:00:00+00:00,,20.0,13,"#Woman Owned Biz, #Single Parent",female,monthly,2015-07-27,2015,July,Monday
721,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,795811,750.0,750.0,Furniture Making,Manufacturing,"to buy wood, varnish, nails, a drill, and a buffer for his carpentry shop.",SV,USD,199.0,2014-11-08 16:49:08+00:00,2014-10-16 07:00:00+00:00,2014-11-24 20:03:26+00:00,14.0,29,"volunteer_pick, volunteer_like",male,monthly,2014-11-08,2014,November,Saturday
2849,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,985478,800.0,800.0,Food Production/Sales,Food,"to buy corn and firewood to meet the demand for tortillas, which rises at this time of year.",SV,USD,199.0,2015-11-25 21:27:34+00:00,2015-11-23 08:00:00+00:00,2015-12-28 17:26:28+00:00,20.0,32,"#Elderly, #Woman Owned Biz",female,monthly,2015-11-25,2015,November,Wednesday
2007,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1174552,650.0,650.0,Cattle,Agriculture,to purchase a young beef bull and to increase his livestock.,SV,USD,199.0,2016-10-25 19:59:17+00:00,2016-10-21 07:00:00+00:00,2016-11-26 06:48:50+00:00,14.0,20,"#Animals, #Parent, user_favorite, #Schooling",male,irregular,2016-10-25,2016,October,Tuesday
1722,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,1073906,600.0,600.0,Cattle,Agriculture,to buy a calf.,SV,USD,199.0,2016-05-23 14:38:40+00:00,2016-05-06 07:00:00+00:00,2016-05-25 14:40:35+00:00,14.0,20,"#Animals, #Elderly",female,monthly,2016-05-23,2016,May,Monday
3350,"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612,1308025,300.0,300.0,General Store,Retail,"to buy more basic products to stock her store so that she can move forward with the earnings, as she is a single mother.",SV,USD,199.0,2017-05-26 20:11:11+00:00,2017-05-11 07:00:00+00:00,2017-05-29 19:54:07+00:00,14.0,4,"#Repeat Borrower, #Single Parent, #Parent, #Woman Owned Biz",female,monthly,2017-05-26,2017,May,Friday
658,"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002,777035,475.0,475.0,Agriculture,Agriculture,to grow corn,SV,USD,199.0,2014-09-30 14:37:37+00:00,2014-09-12 07:00:00+00:00,2014-10-29 21:06:48+00:00,9.0,17,"#Parent, #Vegan",male,bullet,2014-09-30,2014,September,Tuesday
